INFO:root:[TURN 0] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.012798227816820147] at (15, 5) (rule_resource_value)
INFO:root:[TURN 51] [WORKER u_2 at (15, 9)] [ACTION move] [VALUE 0.008532151877880097] at (15, 10) (rule_resource_value)
INFO:root:[TURN 51] [WORKER u_4 at (14, 6)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 51] [WORKER u_3 at (14, 5)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 51] [WORKER u_8 at (14, 10)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 52] [WORKER u_5 at (14, 7)] [ACTION move] [VALUE 0.006112798750400544] at (15, 5) (rule_resource_value)
INFO:root:[TURN 52] [WORKER u_9 at (15, 7)] [ACTION move] [VALUE 0.0036209821701049805] at (14, 6) (rule_resource_value)
INFO:root:[TURN 52] [WORKER u_10 at (15, 9)] [ACTION move] [VALUE 0.008532151877880097] at (15, 10) (rule_resource_value)
INFO:root:[TURN 53] [WORKER u_1 at (15, 5)] [ACTION build] [VALUE 0.08300000000000002] at (15, 5) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 53] [WORKER u_2 at (15, 10)] [ACTION move] [VALUE 0.010000000000000002] at (15, 10) (rule_resource_value)
INFO:root:[TURN 53] [WORKER u_3 at (13, 5)] [ACTION move] [VALUE 0.007081851959228516] at (7, 5) (rule_resource_value)
INFO:root:[TURN 53] [WORKER u_4 at (15, 6)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 53] [WORKER u_8 at (13, 10)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 53] [WORKER u_9 at (15, 7)] [ACTION move] [VALUE 0.0036209821701049805] at (14, 6) (rule_resource_value)
INFO:root:[TURN 53] [WORKER u_10 at (15, 9)] [ACTION move] [VALUE 0.0035595703125000005] at (7, 9) (rule_resource_value)
INFO:root:[TURN 54] [WORKER u_1 at (15, 5)] [ACTION move] [VALUE 0.010000000000000002] at (15, 5) (rule_resource_value)
INFO:root:[TURN 54] [WORKER u_2 at (14, 10)] [ACTION move] [VALUE 0.008532151877880097] at (15, 10) (rule_resource_value)
INFO:root:[TURN 54] [WORKER u_4 at (15, 6)] [ACTION build] [VALUE 0.0665] at (15, 7) (rule_build)
INFO:root:[TURN 54] [WORKER u_5 at (14, 6)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 54] [WORKER u_10 at (14, 9)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 55] [WORKER u_5 at (14, 6)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 55] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 55] [WORKER u_8 at (12, 10)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 55] [WORKER u_3 at (12, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 5) (rule_resource_value)
INFO:root:[TURN 55] [WORKER u_11 at (15, 5)] [ACTION move] [VALUE 0.0028772695362567907] at (6, 5) (rule_resource_value)
INFO:root:[TURN 55] [WORKER u_9 at (14, 7)] [ACTION move] [VALUE 0.004266075938940048] at (14, 6) (rule_resource_value)
INFO:root:[TURN 56] [WORKER u_2 at (15, 10)] [ACTION move] [VALUE 0.010000000000000002] at (15, 10) (rule_resource_value)
INFO:root:[TURN 56] [WORKER u_1 at (15, 5)] [ACTION move] [VALUE 0.010000000000000002] at (15, 5) (rule_resource_value)
INFO:root:[TURN 56] [WORKER u_4 at (15, 7)] [ACTION build] [VALUE 0.0665] at (15, 7) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 56] [WORKER u_10 at (13, 9)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 57] [WORKER u_2 at (15, 9)] [ACTION move] [VALUE 0.008532151877880097] at (15, 10) (rule_resource_value)
INFO:root:[TURN 57] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 57] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 57] [WORKER u_3 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 57] [WORKER u_5 at (15, 6)] [ACTION build] [VALUE 0.1] at (14, 7) (rule_build)
INFO:root:[TURN 57] [WORKER u_11 at (15, 4)] [ACTION move] [VALUE 0.005000000000000001] at (15, 4) (rule_resource_value)
INFO:root:[TURN 57] [WORKER u_8 at (11, 10)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 57] [WORKER u_9 at (14, 6)] [ACTION build] [VALUE 0.05] at (13, 8) (rule_build)
INFO:root:[TURN 58] [WORKER u_10 at (12, 9)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 58] [WORKER u_1 at (15, 5)] [ACTION move] [VALUE 0.010000000000000002] at (15, 5) (rule_resource_value)
INFO:root:[TURN 58] [WORKER u_12 at (14, 9)] [ACTION move] [VALUE 0.007241964340209961] at (15, 10) (rule_resource_value)
INFO:root:[TURN 58] [WORKER u_11 at (14, 4)] [ACTION move] [VALUE 0.005000000000000001] at (14, 4) (rule_resource_value)
INFO:root:[TURN 59] [WORKER u_2 at (15, 10)] [ACTION move] [VALUE 0.005000000000000001] at (15, 10) (rule_resource_value)
INFO:root:[TURN 59] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 59] [WORKER u_4 at (15, 6)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 59] [WORKER u_3 at (10, 5)] [ACTION move] [VALUE 0.012225597500801088] at (7, 5) (rule_resource_value)
INFO:root:[TURN 59] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1] at (14, 7) (rule_build)
INFO:root:[TURN 59] [WORKER u_8 at (10, 10)] [ACTION move] [VALUE 0.012225597500801088] at (7, 10) (rule_resource_value)
INFO:root:[TURN 59] [WORKER u_9 at (13, 6)] [ACTION build] [VALUE 0.05] at (13, 8) (rule_build)
INFO:root:[TURN 59] [WORKER u_12 at (15, 9)] [ACTION move] [VALUE 0.0035595703125000005] at (7, 9) (rule_resource_value)
INFO:root:[TURN 60] [WORKER u_2 at (14, 10)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 60] [WORKER u_1 at (15, 5)] [ACTION move] [VALUE 0.010000000000000002] at (15, 5) (rule_resource_value)
INFO:root:[TURN 60] [WORKER u_4 at (15, 6)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 60] [WORKER u_11 at (15, 4)] [ACTION move] [VALUE 0.005000000000000001] at (15, 4) (rule_resource_value)
INFO:root:[TURN 60] [WORKER u_10 at (11, 9)] [ACTION move] [VALUE 0.0076936340332031256] at (7, 9) (rule_resource_value)
INFO:root:[TURN 60] [WORKER u_12 at (14, 9)] [ACTION move] [VALUE 0.0035595703125000005] at (6, 9) (rule_resource_value)
INFO:root:[TURN 61] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 61] [WORKER u_4 at (15, 6)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 61] [WORKER u_3 at (9, 5)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 61] [WORKER u_5 at (14, 7)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 61] [WORKER u_8 at (9, 10)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 61] [WORKER u_11 at (14, 4)] [ACTION move] [VALUE 0.005000000000000001] at (14, 4) (rule_resource_value)
INFO:root:[TURN 61] [WORKER u_9 at (13, 7)] [ACTION build] [VALUE 0.1] at (14, 7) (rule_build)
INFO:root:[TURN 62] [WORKER u_1 at (15, 5)] [ACTION move] [VALUE 0.010000000000000002] at (15, 5) (rule_resource_value)
INFO:root:[TURN 62] [WORKER u_2 at (13, 10)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 62] [WORKER u_4 at (15, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 62] [WORKER u_10 at (10, 9)] [ACTION move] [VALUE 0.009169198125600816] at (7, 9) (rule_resource_value)
INFO:root:[TURN 62] [WORKER u_12 at (13, 9)] [ACTION move] [VALUE 0.004365574568510056] at (6, 9) (rule_resource_value)
INFO:root:[TURN 63] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 63] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 63] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 63] [WORKER u_3 at (8, 5)] [ACTION build] [VALUE 0.0665] at (14, 6) (rule_build)
INFO:root:[TURN 63] [WORKER u_8 at (8, 10)] [ACTION build] [VALUE 0.1] at (14, 7) (rule_build)
INFO:root:[TURN 63] [WORKER u_11 at (15, 4)] [ACTION move] [VALUE 0.005000000000000001] at (15, 4) (rule_resource_value)
INFO:root:[TURN 63] [WORKER u_9 at (14, 7)] [ACTION build] [VALUE 0.05] at (13, 8) (rule_build)
INFO:root:[TURN 64] [WORKER u_1 at (15, 5)] [ACTION move] [VALUE 0.010000000000000002] at (15, 5) (rule_resource_value)
INFO:root:[TURN 64] [WORKER u_2 at (12, 10)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 64] [WORKER u_11 at (14, 4)] [ACTION move] [VALUE 0.005000000000000001] at (14, 4) (rule_resource_value)
INFO:root:[TURN 64] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 64] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 64] [WORKER u_10 at (9, 9)] [ACTION move] [VALUE 0.010862946510314943] at (7, 9) (rule_resource_value)
INFO:root:[TURN 64] [WORKER u_12 at (12, 9)] [ACTION move] [VALUE 0.005311388969421388] at (6, 9) (rule_resource_value)
INFO:root:[TURN 65] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 65] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 65] [WORKER u_3 at (9, 5)] [ACTION build] [VALUE 0.0665] at (14, 6) (rule_build)
INFO:root:[TURN 65] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 65] [WORKER u_8 at (8, 9)] [ACTION build] [VALUE 0.1] at (14, 7) (rule_build)
INFO:root:[TURN 65] [WORKER u_9 at (13, 7)] [ACTION build] [VALUE 0.05] at (13, 8) (rule_build)
INFO:root:[TURN 65] [WORKER u_10 at (9, 9)] [ACTION move] [VALUE 0.012225597500801088] at (7, 10) (rule_resource_value)
INFO:root:[TURN 66] [WORKER u_1 at (15, 5)] [ACTION move] [VALUE 0.010000000000000002] at (15, 5) (rule_resource_value)
INFO:root:[TURN 66] [WORKER u_2 at (11, 10)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 66] [WORKER u_11 at (15, 4)] [ACTION move] [VALUE 0.005000000000000001] at (15, 4) (rule_resource_value)
INFO:root:[TURN 66] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 66] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 66] [WORKER u_12 at (11, 9)] [ACTION move] [VALUE 0.0076936340332031256] at (7, 9) (rule_resource_value)
INFO:root:[TURN 67] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.007241964340209961] at (15, 5) (rule_resource_value)
INFO:root:[TURN 67] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.008532151877880097] at (15, 5) (rule_resource_value)
INFO:root:[TURN 67] [WORKER u_3 at (10, 5)] [ACTION build] [VALUE 0.0665] at (14, 6) (rule_build)
INFO:root:[TURN 67] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 67] [WORKER u_8 at (8, 8)] [ACTION build] [VALUE 0.1] at (14, 7) (rule_build)
INFO:root:[TURN 67] [WORKER u_11 at (14, 4)] [ACTION move] [VALUE 0.005000000000000001] at (14, 4) (rule_resource_value)
INFO:root:[TURN 67] [WORKER u_9 at (13, 8)] [ACTION build] [VALUE 0.05] at (13, 8) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 67] [WORKER u_10 at (9, 10)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 68] [WORKER u_1 at (15, 5)] [ACTION move] [VALUE 0.005000000000000001] at (15, 5) (rule_resource_value)
INFO:root:[TURN 68] [WORKER u_2 at (10, 10)] [ACTION move] [VALUE 0.012225597500801088] at (7, 10) (rule_resource_value)
INFO:root:[TURN 68] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.0036209821701049805] at (15, 5) (rule_resource_value)
INFO:root:[TURN 68] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 68] [WORKER u_9 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 68] [WORKER u_12 at (10, 9)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 9) (rule_resource_value)
INFO:root:[TURN 69] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 69] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.0036209821701049805] at (15, 5) (rule_resource_value)
INFO:root:[TURN 69] [WORKER u_3 at (11, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 69] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 69] [WORKER u_11 at (15, 4)] [ACTION move] [VALUE 0.005000000000000001] at (15, 4) (rule_resource_value)
INFO:root:[TURN 69] [WORKER u_8 at (8, 7)] [ACTION build] [VALUE 0.1] at (14, 7) (rule_build)
INFO:root:[TURN 69] [WORKER u_10 at (8, 10)] [ACTION build] [VALUE 0.1] at (13, 9) (rule_build)
INFO:root:[TURN 69] [WORKER u_13 at (14, 8)] [ACTION move] [VALUE 0.0038363593816757207] at (7, 10) (rule_resource_value)
INFO:root:[TURN 70] [WORKER u_11 at (14, 4)] [ACTION move] [VALUE 0.005000000000000001] at (14, 4) (rule_resource_value)
INFO:root:[TURN 70] [WORKER u_2 at (9, 10)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 70] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.0036209821701049805] at (15, 5) (rule_resource_value)
INFO:root:[TURN 70] [WORKER u_5 at (14, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 70] [WORKER u_9 at (12, 8)] [ACTION move] [VALUE 0.005311388969421388] at (7, 9) (rule_resource_value)
INFO:root:[TURN 70] [WORKER u_12 at (9, 9)] [ACTION move] [VALUE 0.009169198125600816] at (6, 9) (rule_resource_value)
INFO:root:[TURN 70] [WORKER u_13 at (13, 8)] [ACTION move] [VALUE 0.0038363593816757207] at (7, 5) (rule_resource_value)
INFO:root:[TURN 71] [WORKER u_4 at (15, 7)] [ACTION move] [VALUE 0.0036209821701049805] at (15, 5) (rule_resource_value)
INFO:root:[TURN 71] [WORKER u_3 at (12, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 5) (rule_resource_value)
INFO:root:[TURN 71] [WORKER u_5 at (14, 6)] [ACTION move] [VALUE 0.00474609375] at (7, 5) (rule_resource_value)
INFO:root:[TURN 71] [WORKER u_8 at (9, 7)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 6) (rule_resource_value)
INFO:root:[TURN 71] [WORKER u_10 at (8, 9)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 72] [WORKER u_14 at (15, 9)] [ACTION move] [VALUE 0.004266075938940048] at (15, 10) (rule_resource_value)
INFO:root:[TURN 73] [WORKER u_15 at (15, 8)] [ACTION move] [VALUE 0.0036209821701049805] at (15, 10) (rule_resource_value)
INFO:root:[TURN 74] [WORKER u_2 at (8, 10)] [ACTION move] [VALUE 0.017064303755760193] at (7, 10) (rule_resource_value)
INFO:root:[TURN 74] [WORKER u_11 at (15, 4)] [ACTION move] [VALUE 0.005000000000000001] at (15, 4) (rule_resource_value)
INFO:root:[TURN 74] [WORKER u_15 at (15, 9)] [ACTION move] [VALUE 0.004266075938940048] at (15, 10) (rule_resource_value)
INFO:root:[TURN 75] [WORKER u_5 at (13, 6)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 75] [WORKER u_3 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 75] [WORKER u_8 at (9, 6)] [ACTION move] [VALUE 0.009169198125600816] at (6, 6) (rule_resource_value)
INFO:root:[TURN 75] [WORKER u_11 at (14, 4)] [ACTION move] [VALUE 0.005000000000000001] at (14, 4) (rule_resource_value)
INFO:root:[TURN 75] [WORKER u_10 at (7, 9)] [ACTION move] [VALUE 0.017064303755760193] at (7, 10) (rule_resource_value)
INFO:root:[TURN 75] [WORKER u_16 at (15, 5)] [ACTION move] [VALUE 0.005000000000000001] at (15, 5) (rule_resource_value)
INFO:root:[TURN 75] [WORKER u_15 at (15, 9)] [ACTION move] [VALUE 0.004266075938940048] at (15, 10) (rule_resource_value)
INFO:root:[TURN 76] [WORKER u_16 at (14, 5)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 76] [WORKER u_10 at (7, 9)] [ACTION move] [VALUE 0.017064303755760193] at (7, 10) (rule_resource_value)
INFO:root:[TURN 76] [WORKER u_14 at (15, 10)] [ACTION move] [VALUE 0.005000000000000001] at (15, 10) (rule_resource_value)
INFO:root:[TURN 76] [WORKER u_15 at (15, 9)] [ACTION move] [VALUE 0.0035595703125000005] at (7, 9) (rule_resource_value)
INFO:root:[TURN 77] [WORKER u_10 at (7, 9)] [ACTION move] [VALUE 0.017064303755760193] at (7, 10) (rule_resource_value)
INFO:root:[TURN 77] [WORKER u_16 at (15, 5)] [ACTION move] [VALUE 0.005000000000000001] at (15, 5) (rule_resource_value)
INFO:root:[TURN 77] [WORKER u_14 at (14, 10)] [ACTION move] [VALUE 0.0035595703125000005] at (6, 10) (rule_resource_value)
INFO:root:[TURN 77] [WORKER u_15 at (14, 9)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 77] [WORKER u_17 at (14, 11)] [ACTION move] [VALUE 0.005000000000000001] at (14, 11) (rule_resource_value)
INFO:root:[TURN 78] [WORKER u_16 at (14, 5)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 78] [WORKER u_2 at (7, 10)] [ACTION move] [VALUE 0.020000000000000004] at (7, 10) (rule_resource_value)
INFO:root:[TURN 78] [WORKER u_10 at (7, 9)] [ACTION move] [VALUE 0.015000000000000003] at (7, 9) (rule_resource_value)
INFO:root:[TURN 78] [WORKER u_18 at (14, 9)] [ACTION move] [VALUE 0.0035595703125000005] at (6, 9) (rule_resource_value)
INFO:root:[TURN 79] [WORKER u_3 at (10, 5)] [ACTION move] [VALUE 0.012225597500801088] at (7, 5) (rule_resource_value)
INFO:root:[TURN 79] [WORKER u_5 at (13, 5)] [ACTION move] [VALUE 0.007081851959228516] at (7, 5) (rule_resource_value)
INFO:root:[TURN 79] [WORKER u_11 at (15, 4)] [ACTION move] [VALUE 0.005000000000000001] at (15, 4) (rule_resource_value)
INFO:root:[TURN 79] [WORKER u_8 at (8, 6)] [ACTION move] [VALUE 0.010862946510314943] at (6, 6) (rule_resource_value)
INFO:root:[TURN 79] [WORKER u_16 at (15, 5)] [ACTION move] [VALUE 0.005000000000000001] at (15, 5) (rule_resource_value)
INFO:root:[TURN 79] [WORKER u_19 at (14, 8)] [ACTION move] [VALUE 0.0038363593816757207] at (7, 10) (rule_resource_value)
INFO:root:[TURN 80] [WORKER u_19 at (13, 8)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 80] [WORKER u_11 at (14, 4)] [ACTION move] [VALUE 0.005000000000000001] at (14, 4) (rule_resource_value)
INFO:root:[TURN 80] [WORKER u_20 at (15, 7)] [ACTION move] [VALUE 0.0036209821701049805] at (15, 5) (rule_resource_value)
INFO:root:[TURN 80] [WORKER u_16 at (14, 5)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 80] [WORKER u_21 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 81] [WORKER u_17 at (15, 11)] [ACTION move] [VALUE 0.005000000000000001] at (15, 11) (rule_resource_value)
INFO:root:[TURN 81] [WORKER u_19 at (13, 8)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 81] [WORKER u_21 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 82] [WORKER u_2 at (8, 10)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 82] [WORKER u_11 at (15, 4)] [ACTION move] [VALUE 0.005000000000000001] at (15, 4) (rule_resource_value)
INFO:root:[TURN 82] [WORKER u_10 at (7, 8)] [ACTION build] [VALUE 0.1] at (13, 9) (rule_build)
INFO:root:[TURN 82] [WORKER u_16 at (13, 5)] [ACTION move] [VALUE 0.007081851959228516] at (7, 5) (rule_resource_value)
INFO:root:[TURN 82] [WORKER u_19 at (13, 8)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 82] [WORKER u_20 at (15, 6)] [ACTION move] [VALUE 0.004266075938940048] at (15, 5) (rule_resource_value)
INFO:root:[TURN 82] [WORKER u_21 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 83] [WORKER u_5 at (12, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 5) (rule_resource_value)
INFO:root:[TURN 83] [WORKER u_3 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 83] [WORKER u_8 at (7, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 83] [WORKER u_11 at (14, 4)] [ACTION move] [VALUE 0.005000000000000001] at (14, 4) (rule_resource_value)
INFO:root:[TURN 83] [WORKER u_17 at (15, 10)] [ACTION build] [VALUE 0.1] at (13, 9) (rule_build)
INFO:root:[TURN 83] [WORKER u_16 at (14, 5)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 83] [WORKER u_19 at (13, 8)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 83] [WORKER u_20 at (15, 6)] [ACTION move] [VALUE 0.004266075938940048] at (15, 5) (rule_resource_value)
INFO:root:[TURN 83] [WORKER u_21 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 84] [WORKER u_2 at (9, 10)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
